v1,v2
use,"El software libre suele estar disponible gratuitamente, o al precio de coste de la distribución a través de otros medios, sin embargo no es obligatorio que sea así, por lo tanto no hay que asociar software «libre» a «gratuito» (denominado usualmente freeware), ya que, conservando su carácter de libre, puede ser distribuido comercialmente. Análogamente, el software gratis o gratuito incluye en ocasiones el código fuente; no obstante, este tipo de software no es «libre» en el mismo sentido que el software libre, a menos que se garanticen los derechos de modificación y redistribución de dichas versiones modificadas del programa. En este sentido, es importante conocer las implicaciones jurídicas que emanan del uso del software libre."
use,"Tampoco debe confundirse software libre con «software de dominio público». Este último es aquel que no requiere de licencia, pues sus derechos de explotación son para toda la humanidad, porque permite el acceso a todos por igual. Cualquiera puede hacer uso de él, consignando su autoría original. Este software sería aquel cuyo autor lo dona a la humanidad o cuyos derechos de autor han expirado. Si un autor condiciona su uso bajo una licencia, por muy débil que sea, ya no es del dominio público."
use,"Ulf Michael Widenius (a menudo llamado Monty), nació el 3 de marzo de 1962, en Helsinki, Finlandia. Es el autor principal de la versión original de la base de datos de código abierto MySQL y miembro fundador de la empresa MySQL AB."
use,"Después de estudiar en la Universidad Politécnica de Helsinki (aunque sin llegar a graduarse), Widenius comenzó a trabajar para Tapio Laakso Oy en 1981. En 1985 fundó TCX DataKonsult AB (una empresa sueca de almacenamiento) con Allan Larsson En 1995 comenzó a escribir la primera versión de la base de datos MySQL con David Axmark, que fue lanzada en 1996."
use,"Es coautor del Manual de Referencia de MySQL, publicado por O'Reilly Media en junio de 2002, y en 2003 fue galardonado con el premio al empresario de software finlandés del año. Hasta la venta de MySQL AB a Sun Microsystems en enero de 2008, era el director técnico de MySQL AB y siguió siendo una de las principales fuerzas detrás del desarrollo de MySQL."
use,"Los términos alternativos para el software libre, como código abierto, Software libre y de código abierto (FOSS por sus siglas en inglés) y FLOSS han sido motivo de controversia entre los usuarios de este tipo de software desde finales de los años 90. Acuñado en 1983 por Richard Stallman, ""software libre"" se usa para describir el software que se puede usar, modificar y redistribuir con poca o ninguna restricción. Dichas libertades se describen formalmente en la definición de Software Libre, publicado por primera vez en febrero del 1986."
use,"Se buscaron alternativas al término ""software libre"" por motivos de marketing y por una actitud percibida como “moralizante y confrontacional” que había sido asociada con dicha expresión. Además, en inglés, “free” significa tanto libre como gratis, y dicha ambigüedad era vista como negativa para los negocios."
use,"En 1998, en una sesión estratégica que tuvo lugar en California, Todd Anderson, Larry Augustin, Jon Hall, Sam Ockman, Christine Peterson y Eric S. Raymond seleccionaron el término ""software de código abierto"". Richard Stallman no había sido invitado. La sesión fue organizada en respuesta al anuncio que realizó Netscape en enero de 1998 de un lanzamiento de código abierto para Navigator (Mozilla)."
use,"Tanto “software libre” como “software de código abierto” tiene admiradores y críticos. Otros términos han sido propuestos, en parte por el fracaso de no haber conseguido adoptar un único término específico. Entre los mismos se incluyen cambiar en inglés la palabra free por la palabra ""libre"" del español (libre software), ""FLOSS"" (free/libre and open-source software), y “FOSS” (o F/OSS, free and open-source software). Todos estos términos comparten unos criterios de licencia y prácticas de desarrollo casi idénticos."
use,"Un videojuego es un juego electrónico en el que una o más personas interactúan por medio de un controlador, con un dispositivo que muestra imágenes de vídeo. Este dispositivo electrónico, conocido genéricamente como «plataforma», puede ser una computadora, una máquina de arcade, una videoconsola o un dispositivo portátil, como por ejemplo un teléfono móvil, teléfono inteligente o tableta. La industria de los videojuegos es una de las principales en el mundo del arte y del entretenimiento."
use,"Super Mario Bros. o Super Mario Brothers (スーパーマリオブラザーズ Sūpā Mario Burazāzu?, lit. Superhermanos Mario) es un videojuego de plataformas, diseñado por Shigeru Miyamoto, lanzado el 13 de septiembre de 1985 y producido por la empresa japonesa Nintendo, para la consola Nintendo Entertainment System (NES). El juego describe las aventuras de los hermanos Mario y Luigi, personajes que ya protagonizaron el arcade Mario Bros. de 1983."
use,"En esta ocasión ambos deben rescatar a la Princesa Peach del Reino Champiñón que fue secuestrada por el rey de los Koopas, Bowser. A través de ocho diferentes mundos, los jugadores pueden controlar a alguno de los dos hermanos y deben enfrentarse finalmente tras los niveles correspondientes de cada mundo a los monstruos de cada castillo para rescatar a la Princesa Peach."
use,"Super Mario Bros. fue el juego que popularizó al personaje de Mario, convirtiéndolo en el ícono principal de Nintendo, y uno de los personajes más reconocidos de los videojuegos, así como su hermano menor Luigi. Además, presentó por primera vez a la Princesa Peach Toadstool, Toad, Bowser, entre otros personajes. Este juego es considerado el primer videojuego de plataformas de desplazamiento lateral de Nintendo y se ha convertido en un hito debido a la trascendencia de su diseño y papel en la industria de los videojuegos."
use,"Su lanzamiento fue el primer gran récord de ventas posterior a la crisis de la industria de los videojuegos de 1983 (alcanzando más de 10 millones de cartuchos vendidos), por lo que popularizó, en cierta manera, a la consola NES. En 1999 fue reconocido como uno de los videojuegos más vendidos de todos los tiempos. Shigeru Miyamoto, su creador, relata la existencia de Super Mario Bros. debido a que cuando viajaba en un tren le gustaba mirar por la ventana, y se imaginaba que estaba allí saltando afuera. Debido a la popularidad de Mario, se encuentra también en otros videojuegos como el original Donkey Kong y Super Smash Bros."
use,"Tras su éxito comercial, tuvo una secuela directa, conocida en fuera de Japón como Super Mario Bros.: The Lost Levels, ya que en occidente se comercializó como la secuela directa una variación de otro juego en el que había participado Miyamoto, Yume Koujou Doki Doki Panic!, debido a que se consideró la versión lanzada en Japón como demasiado difícil. Tuvo también una variedad de versiones «alternas», como All Night Nippon Super Mario Bros., así como adaptaciones a arcade, películas y series de televisión."
non,INICIOSERVICIOSNOSOTROSBLOGTIENDAMore...Actualizado: 8 oct 2020
use,"La arquitectura es el arte y la técnica de proyectar y construir los edificios. El término proviene del griego «ἀρχι-», cuyo significado es «jefe», y de «τέκτων», es decir «carpintero o constructor». Tradicionalmente, la arquitectura ha sido considerada una de las siete Bellas Artes."
use,"El urbanismo tiene como elemento de estudio a las ciudades y los sistemas urbanos. Es una disciplina antigua y compleja, que incorpora conceptos de las reproducciones sociales y a la vez es un arte asociado tradicionalmente a la arquitectura. Su objeto de estudio abarca la forma y disposición de la ciudad, así como la dinámica de las actividades económicas, sociales y ambientales que se desarrollan en ella. El urbanismo actúa a diversas escalas, desde el diseño urbano, encargado de diseñar el espacio público y los elementos que lo configuran, hasta la planificación urbana, que define el modelo de desarrollo de la ciudad, pasando por la gestión urbana, que define cómo se ejecuta lo planificado. Las implicaciones jurídicas de esta disciplina son enormes y componen un marco legal específico, el derecho urbanístico."
non,DESTACADOMCH FestNoticiasPrevención de la covid-19
use,"Carme Pinós nació en Barcelona. Su infancia fue determinante en sus elecciones en su vida adulta: su padre, Tomás Pinós, médico y quien era director de patología digestiva en el Hospital de Sant Pau de Barcelona, la tuvo a los sesenta años. Mientras ella estudiaba arquitectura en la Escuela Técnica Superior de Arquitectura de Barcelona por mandato de padre, ayudó a su madre a dirigir la finca agrícola que tenían en Balaguer (Lleida). Esta experiencia ha influido en su concepción paisajística a la hora de proyectar edificios que se adecuen al carácter particular de cada del lugar."
non,Para: Caracteristicas.co. Última edición: 11 de abril de 2020. Disponible en: https://www.caracteristicas.co/arquitectura/. Consultado: 27 de enero de 2022.
use,"De su etapa inicial con Miralles, además del Cementerio de Igualada, las obras más reconocidas son: la Escuela La Llauna, Badalona (1991), el Centro Social en Hostalets de Balenyà (1992), Instalaciones de tiro con Arco, Barcelona (1991), el Pabellón Pedro Ferrándiz (1993), el Centro Social La Mina (1993) y la Escuela-Hogar en Morella (1993). Por esta última obra recibieron el Premio Nacional de Arquitectura de España en 1995."
use,"Tras alcanzar reconocimiento internacional, funda su propio estudio en 1991 bajo el nombre de Estudio Carme Pinós, que despega después de ganar el concurso para hacer el Paseo Marítimo de Torrevieja (1996)."
non,En este artículo podrás aprender cuáles son los principales estilos arquitectónicos y sus características más importantes. ¡Acompáñanos!
non,Δ Diseño Estilos varios de arquitectura Urbanismo Ingeniería Energía Casas Más temas
use,"El arte es una forma de expresar información y sentimientos. El arte añade más posibilidades para abstraer, conceptualizar y comunicar de las que permiten los lenguajes naturales o formales. Dicha información no tiene porque estar sujeta a límites. Puede transmitir ideas o sentimientos, limitarse a producir un efecto estético o incluso expresar percepciones, sensaciones y emociones que no sean explicables de otro modo."
use,"Es común que muchas corrientes, movimientos y estilos artísticos entiendan lo que es el arte desde su propia perspectiva, lo cual añade dificultad a la definición de esta palabra. A pesar de esta amplitud en sus posibilidades, el arte suele estar muy asociado al concepto de belleza. Más..."
use,"Casablanca es una película estadounidense de drama y romance de 1942 dirigida por Michael Curtiz. Narra un drama romántico en la ciudad marroquí de Casablanca bajo el control del gobierno de Vichy. La película, basada en la obra teatral Everybody Comes to Rick’s (Todos vienen al café de Rick), de Murray Burnett y Joan Alison, está protagonizada por Humphrey Bogart en el papel de Rick Blaine e Ingrid Bergman como Ilsa Lund. El desarrollo de la película se centra en el conflicto de Rick entre —usando las palabras de uno de los personajes— el amor y la virtud: Rick deberá escoger entre su amada Ilsa o hacer lo correcto. Su dilema es ayudarla o no a escapar de Casablanca junto a su esposo, uno de los líderes de la resistencia, para que este pueda continuar su lucha contra los nazis"
non,CURSO DE PRODUCCIÓN AUDIOVISUAL: UF0357 Diseño del Plan de Trabajo para la Producción de Obras Cinematográficas y Audiovisuales 6054 MXN 43% de Descuento Total: 3469 MXN Ver Curso Online
non,CURSO DE GESTIÓN DE RECURSOS EN PRODUCCIÓN AUDIOVISUAL: UF0360 Gestión de los Recursos Materiales y Técnicos de la Producción Cinematográfica y Audiovisual 6054 MXN 43% de Descuento Total: 3469 MXN
non,"Ver Curso Online \r REGISTRO DE OBRA AUDIOVISUAL: Curso Online Supervision del Registro, Montaje, Acabado y Explotacion de la Obra Cinematografica y Audiovisual 9779 MXN 38% de Descuento Total: 6054 MXN Ver Curso Online \r CURSO DE ASISTENCIA DE PRODUCCION AUDIOVISUAL: IMSV0108 Asistencia a la Producción Cinematográfica y de Obras Audiovisuales (Dirigida a la obtención del Certificado de profesionalidad a través de la acreditacion de las Competencias Profesionales R.D. 1224/2009) 12573 MXN 26% de Descuento Total: 9290 MXN Ver Curso Online"
non,Si te interesó el artículo puedes aprender más sobre este fascinante tema: el cine como arte. Visita nuestra plataforma digital Euro Innova Business School
non,Allí te brindaran información sobre los diferentes cursos o estudios postítulos que puedes hacer. No esperes más. Visítanos.
non,Somos una plataforma digital que está dispuesta en ayudarte a ampliar tus conocimientos. Brindándote cursos y especialidades que te harán un experto en el área como: Puedes leer más contenido relacionado en: Categorías Te atendemos sin compromiso
non,Leer más
non,Colaborar en Proyecto Clío
non,Twittea 
non,Descargar el artículo en formato pdf
non,Usamos cookies a fin de mejorar nuestro servicio.
non,Encontrará más información en nuestras Políticas de privacidad.
non,Para abrir la actividad en una ventana aparte pulsa aquí
non,Finalidad Información académica y comercial de nuestros servicios de enseñanza
non,Legitimación Consentimiento del interesado Destinatarios Encargados del tratamiento para cumplir con las finalidades
non,pinche arriba en 'Política de privacidad y Condiciones de matriculación').
non,"Derechos Acceder, rectificar y suprimir los datos, así como otros derechos, como se explica en la información adicional"
use,"Es una de las películas mejor valoradas de la cinematografía estadounidense, ganadora de varios premios Óscar, incluyendo el de mejor película en 1943. En su tiempo el filme tenía todo para destacar ampliamente, con actores renombrados y guionistas notables, sin embargo ninguno de los involucrados en su producción esperaba que este pudiese ser algo fuera de lo normal."
use,"Se trataba simplemente de una de las docenas de producciones anuales de la maquinaria hollywoodense. Casablanca tuvo un sólido inicio pero no espectacular y, sin embargo, fue ganando popularidad a medida que pasó el tiempo y se fue colocando siempre entre los primeros lugares de las listas de mejores películas. La crítica ha alabado las actuaciones carismáticas de Bogart y Bergman y la química entre ellos, así como la profundidad de las caracterizaciones, la intensidad de la dirección, el ingenio del guion y el impacto emocional de la obra en su conjunto."
use,"La danza o el baile es la ejecución de movimientos acompasados con el cuerpo, los brazos, la cabeza y las piernas. La danza ha formado parte de la historia de la Humanidad desde tiempos inmemoriables"
non,Es una gran oportunidad que no debes perder.
non,Acércate a nuestro sitio web y recibe mayor información
use,"El hombre se ha manifestado a través de las artes desde su aparición en la Tierra. Así nos llegan desde tiempos inmemoriales sus artes, y de su mano, sus costumbres, su vida toda, y hasta parte de su historia. La danza no es ajena a este fenómeno, y es posiblemente de las primeras artes a través de la cuál se comunica, y es importante destacar que tal vez sea la más simbólica de las artes ya que se acentúa la necesidad de una buena transmisión gestual."
use,"La danza pues, es movimiento. Y un movimiento muy especial ya que requiere de cinco elementos fundamentales, los cuales se interrelacionan para transmitir un mensaje artístico"
non,Toda la información que se muestra en esta página web ha sido recopilada de fuentes fidedignas por expertos y profesionales del medio
use,Toda la información que se muestra en esta página web ha sido recopilada de fuentes fidedignas por expertos y profesionales del medio
use,"en un sentido más restringido y 'neotradicional' (ya que las primeras obras literarias fueron compuestas para ser cantadas o recitadas), es la escritura que posee mérito artístico y que privilegia la literariedad, en oposición al lenguaje ordinario de intención menos estética y más práctica."
use,"El término literatura designa también al conjunto de producciones literarias de una lengua, de una nación, de una época o incluso de un género (la literatura griega, la literatura del siglo XVIII, la literatura fantástica, etc.) y al conjunto de obras que versan sobre un arte o una ciencia (literatura médica, jurídica, etc.). Es estudiada por la teoría literaria. El concepto de literatura ha cambiado con el tiempo por ser parcialmente subjetivo; en su sentido genérico es el conjunto de cualquier producción escrita u oral de una nación, época o género y, en su sentido restrictivo, se considera que debe tener un valor estético o intelectual."
use,"La historia que narra la novela es sólo la última parte de una mitología que J. R. R. Tolkien comenzó en 1917, cuando se encontraba en el hospital tras haber caído enfermo durante la Primera Guerra Mundial y en la que estuvo trabajando el resto de su vida. Junto con estos otros escritos, El Señor de los Anillos ha sido objeto de multitud de aproximaciones críticas sobre sus orígenes, influencias y temas literarios. Su duradera popularidad ha dado lugar además a numerosas referencias en la cultura popular, la fundación de sociedades por muchos fanes de los trabajos de J. R. R. Tolkien y la publicación de muchos otros libros sobre el autor y sus obras."
non,BibliografíaPRESENTACIÓN
non,"BIBLIOGRAFÍAIniciación Musical, O.S Bareilles. Editorial Kapeluz. Editado en diciembre de1968.Educación Musical, de Gastón Mathias. Editorial: Sainte Claire. Editado en marzo de 1979BOLAÑOS, César; QUEZADA MACHIAVELLO"
non,"MACHIAVELLO, José; ESTENSSORO, Juan Carlos; ITURRIAGA, Enrique; PINILLA, Enrique; ROMERO, RaúlLa Música en el Perú Patronato Popular y Porvenir Pro Música Clásica, Lima 1985RAYGADA, Carlos Guía musical del Perú En ""Fenix"" Biblioteca Nacional del Perú, LimaCLARO, Samuel Antología de la música colonial en América del Sur Ediciones de la Universidad de Chile, Santiago de Chile 1974 PROF. JUAN ALBERTO CHUNGA ESPINOZACIENCIAS HISTORICOS SOCIALES Y FILOSOFÍA"
use,"Nacido en una familia de clase media, Chaikovski fue el segundo hijo de lliá Petróvich Chaikovski, su padre era director de una fábrica minera, sus padres eran aficionados a la música, la formación que recibió Chaikovski estaba dirigida a prepararle como funcionario, a pesar del interés musical que mostró. En contra de los deseos de su familia, decidió seguir una carrera musical y en 1862 accedió al Conservatorio de San Petersburgo, graduándose en 1865. La formación que recibió, reglada y orientada a la música occidental, lo apartó del movimiento contemporáneo nacionalista personificado en el «Grupo de los Cinco» conformado por un grupo de jóvenes compositores rusos, con los cuales Chaikovski mantuvo una relación profesional y de amistad a lo largo de su carrera."
use,"Mientras desarrollaba su estilo, Chaikovski escribió música en varios géneros y formas, incluyendo la sinfonía, ópera, ballet, música instrumental, de cámara y la canción. A pesar de contar con varios éxitos, nunca tuvo mucha confianza o seguridad en sí mismo y su vida estuvo salpicada por crisis personales y períodos de depresión. Como factores que quizá contribuyeron a esto, pueden mencionarse el miedo a que se revelara su homosexualidad (que vivía de forma oculta y reprimida), su desastroso matrimonio que contrajo con Antonina Miliukova en 1877, que duró menos de un mes, y su asociación de catorce años con la rica viuda Nadezhda von Meck. En medio de esta agitada vida personal, la reputación de Chaikovski aumentó; recibió honores por parte del zar, obtuvo una pensión vitalicia y fue alabado en las salas de conciertos de todo el mundo. Su repentina muerte a los cincuenta y tres años en el año 1893 suele atribuirse generalmente al cólera, pero algunos lo atribuyen a un suicidio."
use,"A pesar de ser popular en todo el mundo, Chaikovski recibió a veces duras críticas por parte de críticos y compositores. Sin embargo, su reputación como compositor es hoy en día segura, y ha desaparecido por completo el desdén con el que los críticos occidentales a principios y mediados del siglo XX catalogaban su música como vulgar y falta de pensamiento."
use,"De hecho, Chaikovski está considerado actualmente como el más destacado músico de Rusia y una de las figuras más importantes de la cultura de ese país a lo largo de su historia."
use,"La trompeta es un instrumento musical de viento, que pertenece a la familia de los instrumentos de viento metal o metales, fabricado en aleación de metal. El sonido se produce gracias a la vibración de los labios del intérprete en la parte denominada boquilla a partir de la columna del aire (flujo del aire). Comúnmente, suele estar afinada en si ♭ (bemol), es decir, un tono por debajo de la afinación escrita en el pentagrama, aunque también hay trompetas afinadas en fa, en do, en la y en mi, - bemol -"
use,Al músico que toca la trompeta se le conoce como trompetista o trompeta.
use,"El expresionismo fue un movimiento cultural surgido en Alemania a principios del siglo XX, que tuvo plasmación en un gran número de campos: artes plásticas, literatura, música, cine, teatro, danza, fotografía, etc. Su primera manifestación fue en el terreno de la pintura, coincidiendo en el tiempo con la aparición del fovismo francés, hecho que convirtió a ambos movimientos artísticos en los primeros exponentes de las llamadas “vanguardias históricas”. Más que un estilo con características propias comunes fue un movimiento heterogéneo, una actitud y una forma de entender el arte que aglutinó a diversos artistas de tendencias muy diversas y diferente formación y nivel intelectual. Surgido como reacción al impresionismo, frente al naturalismo y el carácter positivista de este movimiento de finales del siglo XIX los expresionistas defendían un arte más personal e intuitivo, donde predominase la visión interior del artista –la “expresión”– frente a la plasmación de la realidad –la “impresión”–."
non,Home Categorías
non,Licencia FiftySounds Licencia Premium Blog
non,Audio Logos Infantil FAQ Legal Política de Privacidad Términos y Condiciones
non,Ver todas las entrevistas
non,Ver toda la opinión Ver todos los dosieres Ver todas las listas
non,"Está permitida la copia, utilización y reproducción de los contenidos de esta web siempre que se mencione a  como fuente de la información."
non,© Scherzo 2019
use,"William Blake (Londres, Inglaterra); 28 de noviembre de 1757 – ibídem; 12 de agosto de 1827) fue un poeta, pintor, grabador y místico inglés. Aunque permaneció en gran parte desconocido durante el transcurso de su vida, actualmente el trabajo de Blake cuenta con una alta consideración. Por la relación que en su obra tienen la poesía y sus grabados respectivos suele ponerse a Blake como ejemplo del «artista total». Según el periódico The Guardian, «William Blake es con gran margen el mayor artista que Gran Bretaña ha producido». Considerar los logros de Blake en poesía o en las artes visuales por separado sería perjudicial para entender la magnitud de su obra: Blake veía estas dos disciplinas como dos medios de un esfuerzo espiritual unificado, y son inseparables para apreciar correctamente su trabajo."
non,Compartir en:
non,Escucha nuestras emisoras:
non,AUDIO EN VIVO
non,AUDIO EN VIVO | Escucha nuestras emisoras: |  AUDIO EN VIVO | Escucha nuestras emisoras: BOGOTÁ 1430 AM | CUNDINAMARCA 1580 AM | SOACHA | NEIVA | Escucha nuestras emisoras:  BOGOTÁ 1430 AM |  TOLIMA 870 AM |  SOACHA |  NEIVA |
non,"Redactado por: Erika Carolina Guarnizo © UNIMINUTO Radio, Colombia 2021."
non,La radio universitaria está aquí.
non,© Todos los derechos reservados.
non,Esta es la red de emisoras de UNIMINUTO – Institución de Educación Superior sujeta a inspección y vigilancia por el Ministerio de Educación Nacional – Personería jurídica: Resolución 10345 del 1 de agosto de 1990 MEN.
non,Conoce más
use,"El teatro (del griego Theatrón, ""lugar para contemplar"") es la rama del arte escénico relacionada con la actuación, que representa historias frente a una audiencia usando una combinación de discurso, gestos, escenografía, música, sonido y espectáculo. Es también el género literario que comprende las obras concebidas en un escenario, ante un público. En adición a la narrativa común, el estilo de diálogo, el teatro también toma otras formas como la ópera, el ballet, el mimo, la ópera china y la pantomima."
use,"El drama se basa en el relato de Ovidio sobre el secuestro de Proserpina por Plutón, que a su vez se basa en el mito griego de Deméter y Perséfone. La versión de Mary Shelley se centra en los personajes femeninos. En una versión en gran parte feminista, vista desde la perspectiva de Ceres, Mary Shelley pone de relieve la separación de la madre y la hija, así como la resistencia que ofrece una comunidad de mujeres. Ceres representa la vida y el amor, Plutón la muerte y la violencia. Los géneros del texto también reflejan los debates contemporáneos al respecto. La contribución de Percy en la forma de los versos líricos estuvo en la línea que tradicionalmente habían dominado los hombres; Mary creó un drama con elementos comunes en la escritura feminista de principios del siglo XIX: detalles cotidianos y diálogos con empatía."
use,"Proserpina es parte de una tradición femenina literaria que, como describió la crítica literaria feminista Susan Gubar, ha usado la historia de Ceres y Proserpina para «redefinir, reafirmar y celebrar su propia conciencia femenina».1​ Sin embargo, la obra fue descuidada y marginada por los críticos."
non,Recuperado de: https://conceptodefinicion.de/teatro/. Consultado el 5 de febrero del 2022 Comparte este artículo * © 2011-2022 Concepto Definición. Todos los derechos reservados.
non,Redacción. ( Última edición:3 de febrero del 2021).
non,Inicio » Arte » Clases de teatro 
non,"Domicilio: Calle Los Pinos esquina Av. Canteras S/N, Santa María Ixcotel, Santa Lucía del Camino, Oaxaca; C.P. 71228. Dirección General y Dirección de Clasificación de Archivos Teléfono: 951 518 65 98. Dirección del Archivo Histórico Teléfono: 951 132 71 44. Argüello, M. G. ; López, E. ; Megchún, M. X. y Aguilar, E. G. (2011)."
non,"Portal Académico del CCH, UNAM. https://portalacademico.cch.unam.mx/alumno/tlriid3/unidad4/interpretacionteatro/origenes"
non,Publicidad
use,Las ciencias sociales son las ramas de la ciencia relacionadas con la sociedad y el comportamiento humano. Se las distingue de las ciencias naturales y de las ciencias formales.
use,"Además, es una denominación genérica para las disciplinas y campos del saber que analizan y tratan distintos aspectos de las relaciones sociales y los grupos de personas que componen la sociedad. Estas se ocupan tanto de sus manifestaciones materiales como de las inmateriales. Otras denominaciones confluyentes o diferenciadas, según la intención de quien las utiliza, son las de ciencias humanas, humanidades o letras."
use,"Las ciencias sociales estudian el origen del comportamiento individual y colectivo, buscando comprender y explicar regularidades y particularidades que se expresan en el conjunto de las instituciones humanas."
use,"La civilización micénica se desarrolló en el período del Heládico reciente, es decir, la última parte de la Edad del Bronce, entre 1700-1050 a. C. aproximadamente. Representa la primera civilización avanzada de la Grecia continental con sus estados palaciales, organización urbana, obras de arte y sistema de escritura. Entre los centros de poder que surgieron en su seno destacaron Micenas —que da nombre a toda esta civilización— Pilos, Tirinto y Midea en el Peloponeso; Orcómeno, Tebas y Atenas en la Grecia Central, Yolco en Tesalia y Cnosos en Creta. En otros lugares del Mediterráneo también han aparecido algunos asentamientos que tuvieron fuertes vínculos con los micénicos."
use,"La Grecia micénica estuvo dominada por una élite social guerrera y consistía en una red de estados palaciales dirigidos por reyes que desarrollaron unos rígidos sistemas jerárquicos, políticos, sociales y económicos. Los micénicos introdujeron diversas innovaciones en los campos de la ingeniería, la arquitectura y la infraestructura militar. Su sistema de escritura silabario, el Lineal B, ofrece los primeros registros escritos del griego antiguo, mientras que la religión micénica ya incluía varias divinidades que luego formarían parte de los dioses olímpicos."
use,"El mundo micénico pereció durante el colapso de la Edad del Bronce Final en el Mediterráneo oriental para ser relevado por la llamada Edad Oscura griega, un período de transición del que poco conocemos y que daría paso a la Época arcaica, en la que ocurrieron giros significantes desde formas de organización socioeconómicas centralizadas en los palacios a descentralizadas y se introdujo el trabajo extensivo del hierro. Sobre el final de esta civilización se han propuesto varias teorías, entre ellas la de la invasión dórica o actividades conectadas con los Pueblos del mar. También se han defendido explicaciones como desastres naturales o cambios climáticos. El período micénico se convirtió en escenario histórico de gran parte de la literatura y la mitología griegas."
use,"Martin Heidegger, estudió teología católica, (sus vínculos personales con muchas figuras del catolicismo perduraron en su vida, pero no ocurrió lo mismo con el dogma) y luego filosofía en la Universidad de Friburgo de Brisgovia, donde fue discípulo de Husserl, el fundador de la fenomenología. Comenzó su actividad docente en Friburgo en 1915, para luego enseñar durante un período (1923-28) en Marburgo. Retornó a Friburgo en ese último año, ya como Profesor de Filosofía."
use,"Influyó e influye con vigencia en todos los pensadores europeos -y con el paso del tiempo en los no-europeos- posteriores, a partir de la publicación de ""Ser y tiempo"" (1927), de modo señalado, entre muchos otros, en la obra de la filósofa alemana y ulteriormente radicada en Estados Unidos, por el antisemitismo nazi, Hannah Arendt. (Hannah- bella muchacha judía mucho más joven que él- fue su discípula e incondicional admiradora en sus clases de Friburgo y como póstumamente se supo, al mismo tiempo, amante de Heidegger, que, por ser casado, cuidó siempre escrupulosamente el secreto de esta relación con su devota alumna."
use,"Tiempo después Arendt se establecería en Estados Unidos. Este vínculo, que más tarde derivaría en amistad entrañable, perdurará en la vida de ambos, que concluyeron con muy poca diferencia de tiempo.) El estilo didáctico pero algo complicado de Heidegger en Ser y Tiempo, influyó en el singular y difícil que utiliza Jean-Paul Sartre en El ser y la nada, e incluso en el de Jacques Lacan cuando redacta sus ""Escritos""."
use,"Ahora bien, la obra de Heidegger aborda, al tratar problemas ontológicos, también problemas de tipo semiótico; es de este modo que influye directamente en los hermenéuticos: Paul Ricoeur, Rüdiger Bubner y Hans-Georg Gadamer."
non,Consejo Superior de Investigaciones Científicas
non,"Albasanz, 26-28. Madrid 28037 (España). TEL: +34 91 602 23 00 FAX: +34 91 602 29 71"
non,Última edición:21 de julio del 2020
non,Recuperado de: https://conceptodefinicion.de/ciencias-humanas/. Consultado el 5 de febrero del 2022 Comparte este artículo * © 2011-2022 Concepto Definición. Todos los derechos reservados.
non,"Si aún no formas parte de nuestra comunidad, crea tu cuenta y disfruta de todas estas ventajas: Recibe nuestra newsletter y entérate de todas las novedades Lee y escucha los primeros capítulos antes que nadie Comenta, valora, crea tus listas y comparte con tus amigos Entra ahora, ponte cómodo y disfruta de la experiencia. Todos los derechos reservados."
non,crea tu cuenta y disfruta de todas estas ventajas
non,"Recibe nuestra newsletter y entérate de todas las novedades Lee y escucha los primeros capítulos antes que nadie Comenta, valora, crea tus listas y comparte con tus amigos"
non,Todos los derechos reservados
non,¡Ups! Menú Cultura Artículo revisado por nuestro equipo editorial Grecia Guzmán Martínez
non,Referencias bibliográficas Tópicos Ciencia e investigaciones Sociedad Antropología Psicóloga | Redactora especializada en Psicología Social
non,Nota de prensa (Dpto. Comunicación CSIC
non,Copyright © 2015. All Rights Reserved.
non,"Por favor, inténtalo otra vez o contacta con nosotros.'"
non,Licenciada en Psicología por la Universidad de las Américas Puebla (México).
non,"Máster en Investigación e Intervención Psicosocial por la Universitat Autònoma de Barcelona, con experiencia profesional en inclusión social y educativa así como docencia en psicopedagogía."
non,"Cuenta con estudios en política pública y derechos humanos y actualmente es doctoranda en Psicología Social en la Universitat Autònoma de Barcelona, donde trabaja temas relacionados con metodologías cualitativas, salud pública, salud mental, diversidad funcional y perspectiva de género."
use,"La comunicación (del latín communicatio, -ōnis.) es la acción consciente de intercambiar información entre dos o más participantes con el fin de transmitir o recibir información u opiniones distintas.Los pasos básicos de la comunicación son la formación de una intención de comunicar, la composición del mensaje, la codificación del mensaje, la transmisión de la señal, la recepción de la señal, la decodificación del mensaje y finalmente, la interpretación del mensaje por parte de un receptor."
use,"La comunicación en general toma lugar entre tres categorías de sujetos principales: los seres humanos (lenguaje), los organismos vivos (biosemiótica) y los dispositivos de comunicación habilitados (cibernética)."
use,"En un sentido general, la comunicación es la interacción verbal, el contacto con otros seres, y se puede definir como el proceso mediante el cual se transmite una información de un punto a otro."
use,"Su propósito u objetivo se puede denominar bajo la acción de informar, generar acciones, crear un entendimiento o transmitir cierta idea."
use,"Conglomerado mediático, grupo mediático o grupo de comunicación es un conglomerado empresarial que posee entre su grupo de empresas varios medios de comunicación, especialmente cuando se diversifica en medios escritos (periódicos, revistas y otros productos editoriales), medios audiovisuales tradicionales (cadenas de televisión y radio, productoras cinematográficas) y las más recientes formas de telecomunicación (especialmente Internet)"
